State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Production_N
West Bengal,JALPAIGURI,2016,ANNUAL,Tobacco,490,847,490.002
West Bengal,BIRBHUM,2017,RABI,Other  Rabi pulses,95,28,95.002
West Bengal,24 PARAGANAS NORTH,2010,RABI,Masoor,6751,4173,6751.002
West Bengal,MURSHIDABAD,2014,KHARIF,Moong(Green Gram),92,48,92.002
West Bengal,COOCHBEHAR,2012,RABI,Arhar/Tur,5,4,5.002
West Bengal,BARDHAMAN,2019,RABI,Gram,120,145,120.002
West Bengal,HOOGHLY,2013,ANNUAL,Potato,94759,881590,94759.002
West Bengal,MEDINIPUR EAST,2017,RABI,Khesari,6768,11407,6768.002
West Bengal,DARJEELING,2019,WINTER,Sesamum,20,13,20.002
West Bengal,DINAJPUR DAKSHIN,2010,ANNUAL,Arecanut,64,63,64.002
West Bengal,HOOGHLY,2013,ANNUAL,Arecanut,150,227,150.002
West Bengal,NADIA,2013,ANNUAL,Turmeric,709,1815,709.002
West Bengal,PURULIA,2015,KHARIF,Sunflower,37,40,37.002
West Bengal,DARJEELING,2010,ANNUAL,Cardamom,2874,704,2874.002
West Bengal,MEDINIPUR WEST,2012,RABI,Moong(Green Gram),935,655,935.002
West Bengal,BIRBHUM,2013,SUMMER,Moong(Green Gram),767,648,767.002
West Bengal,DINAJPUR DAKSHIN,2014,RABI,Khesari,17,17,17.002
West Bengal,BIRBHUM,2018,RABI,Khesari,1777,2516,1777.002
West Bengal,MALDAH,2016,RABI,Khesari,1936,2166,1936.002
West Bengal,HOOGHLY,2010,ANNUAL,Potato,92174,2350043,92174.002
West Bengal,MEDINIPUR EAST,2012,WINTER,Rice,223794,275910,223794.002
West Bengal,MEDINIPUR WEST,2013,RABI,Groundnut,6530,11754,6530.002
West Bengal,JALPAIGURI,2011,ANNUAL,Sesamum,1423,1246,1423.002
West Bengal,24 PARAGANAS SOUTH,2017,RABI,Masoor,1207,1181,1207.002
West Bengal,MEDINIPUR WEST,2014,AUTUMN,Maize,119,155,119.002
West Bengal,BANKURA,2011,ANNUAL,Potato,35619,456376,35619.002
West Bengal,MALDAH,2017,AUTUMN,Sesamum,119,84,119.002
West Bengal,DINAJPUR DAKSHIN,2009,KHARIF,Mesta,2337,27635,2337.002
West Bengal,BARDHAMAN,2011,WINTER,Rice,419514,1201310,419514.002
West Bengal,BIRBHUM,2014,RABI,Arhar/Tur,45,10,45.002
West Bengal,PURULIA,2019,KHARIF,Niger seed,204,74,204.002
West Bengal,COOCHBEHAR,2019,AUTUMN,Maize,2745,6982,2745.002
West Bengal,24 PARAGANAS NORTH,2015,RABI,Potato,9164,331334,9164.002
West Bengal,BARDHAMAN,2014,SUMMER,Sesamum,18552,13119,18552.002
West Bengal,DINAJPUR UTTAR,2017,KHARIF,Horse-gram,99,51,99.002
West Bengal,MURSHIDABAD,2018,ANNUAL,Sugarcane,3781,271620,3781.002
West Bengal,BANKURA,2017,RABI,Maize,107,343,107.002
West Bengal,JALPAIGURI,2012,RABI,Gram,61,58,61.002
West Bengal,BIRBHUM,2010,RABI,Arhar/Tur,21,17,21.002
West Bengal,BIRBHUM,2019,RABI,Peas & beans (Pulses),417,423,417.002
West Bengal,MEDINIPUR EAST,2014,ANNUAL,Sugarcane,195,16204,195.002
West Bengal,HOOGHLY,2011,KHARIF,Dry ginger,83,134,83.002
West Bengal,MEDINIPUR WEST,2015,RABI,Masoor,544,374,544.002
West Bengal,JALPAIGURI,2015,WINTER,Rice,176016,399148,176016.002
West Bengal,MALDAH,2016,RABI,Moong(Green Gram),70,22,70.002
West Bengal,DARJEELING,2014,SUMMER,Moong(Green Gram),118,45,118.002
West Bengal,MALDAH,2009,KHARIF,Sunflower,280,197,280.002
West Bengal,MEDINIPUR WEST,2014,AUTUMN,Sesamum,230,173,230.002
West Bengal,BANKURA,2014,SUMMER,Maize,141,298,141.002
West Bengal,MEDINIPUR EAST,2010,KHARIF,Mesta,27,275,27.002
West Bengal,24 PARAGANAS SOUTH,2013,SUMMER,Sesamum,1373,1631,1373.002
West Bengal,PURULIA,2016,KHARIF,Horse-gram,642,317,641.999
West Bengal,COOCHBEHAR,2017,RABI,Urad,3425,2644,3424.999
West Bengal,NADIA,2012,ANNUAL,Potato,5572,114188,5571.999
West Bengal,JALPAIGURI,2011,RABI,Urad,650,414,649.999
West Bengal,BARDHAMAN,2015,SUMMER,Groundnut,426,599,425.999
West Bengal,HOWRAH,2010,ANNUAL,Groundnut,2311,3543,2310.999
West Bengal,HOWRAH,2009,RABI,Wheat,444,1039,443.999
West Bengal,COOCHBEHAR,2017,ANNUAL,Tobacco,11600,21000,11599.999
West Bengal,NADIA,2015,SUMMER,Sesamum,20499,21814,20498.999
West Bengal,DINAJPUR UTTAR,2016,SUMMER,Sesamum,780,396,779.999
West Bengal,COOCHBEHAR,2019,RABI,Horse-gram,77,51,76.999
West Bengal,MEDINIPUR WEST,2017,KHARIF,Sunflower,345,487,344.999
West Bengal,NADIA,2013,KHARIF,Moong(Green Gram),10,6,9.999
West Bengal,MURSHIDABAD,2009,RABI,Masoor,22407,12459,22406.999
West Bengal,24 PARAGANAS NORTH,2011,ANNUAL,Sugarcane,403,27386,402.999
West Bengal,HOWRAH,2012,KHARIF,Sunflower,316,360,315.999
West Bengal,PURULIA,2012,RABI,Rapeseed &Mustard,1519,711,1518.999
West Bengal,MEDINIPUR WEST,2012,RABI,Rapeseed &Mustard,16376,14811,16375.999
West Bengal,BARDHAMAN,2013,SUMMER,Rice,233697,661427,233696.999
West Bengal,BARDHAMAN,2009,KHARIF,Maize,147,254,146.999
West Bengal,HOWRAH,2016,KHARIF,Sunflower,167,188,166.999
West Bengal,MALDAH,2018,KHARIF,Moong(Green Gram),30,15,29.999
West Bengal,MALDAH,2013,WINTER,Sesamum,47,13,46.999
West Bengal,PURULIA,2009,RABI,Safflower,94,62,93.999
West Bengal,BIRBHUM,2016,SUMMER,Sesamum,5422,2945,5421.999
West Bengal,24 PARAGANAS NORTH,2014,RABI,Masoor,6217,5116,6216.999
West Bengal,BIRBHUM,2013,KHARIF,Dry ginger,780,1410,779.999
West Bengal,JALPAIGURI,2013,ANNUAL,Sugarcane,105,11139,104.999
West Bengal,HOOGHLY,2012,ANNUAL,Arecanut,150,227,149.999
West Bengal,DINAJPUR UTTAR,2013,RABI,Urad,605,454,604.999
West Bengal,COOCHBEHAR,2012,RABI,Linseed,953,288,952.999
West Bengal,PURULIA,2013,ANNUAL,Tobacco,7,2,6.999
West Bengal,MURSHIDABAD,2018,KHARIF,Urad,14039,11272,14038.999
West Bengal,DINAJPUR UTTAR,2013,RABI,Barley,31,60,30.999
West Bengal,DARJEELING,2013,AUTUMN,Rice,3615,5904,3614.999
West Bengal,HOWRAH,2012,ANNUAL,Turmeric,144,368,143.999
West Bengal,BIRBHUM,2009,RABI,Linseed,672,239,671.999
West Bengal,NADIA,2013,RABI,Masoor,16903,12825,16902.999
West Bengal,BIRBHUM,2010,ANNUAL,Sannhamp,156,780,155.999
West Bengal,BARDHAMAN,2012,RABI,Groundnut,1725,3693,1724.999
West Bengal,DARJEELING,2011,ANNUAL,Groundnut,46,64,45.999
West Bengal,MEDINIPUR WEST,2010,RABI,Moong(Green Gram),750,533,749.999
West Bengal,MURSHIDABAD,2012,SUMMER,Moong(Green Gram),793,512,792.999
West Bengal,MEDINIPUR EAST,2013,ANNUAL,Arecanut,1025,1610,1024.999
West Bengal,PURULIA,2013,ANNUAL,Turmeric,289,378,288.999
West Bengal,PURULIA,2019,AUTUMN,Small millets,154,41,153.999
West Bengal,JALPAIGURI,2016,SUMMER,Moong(Green Gram),199,142,198.999
West Bengal,MEDINIPUR WEST,2016,RABI,Wheat,4741,9373,4740.999
West Bengal,NADIA,2013,RABI,Moong(Green Gram),149,92,148.999
West Bengal,MEDINIPUR EAST,2019,RABI,Rapeseed &Mustard,1224,1618,1223.999
West Bengal,NADIA,2016,WINTER,Rice,106951,289408,106950.999
West Bengal,24 PARAGANAS SOUTH,2018,RABI,Arhar/Tur,437,680,436.999
West Bengal,PURULIA,2016,RABI,Urad,182,93,181.999
West Bengal,BANKURA,2012,KHARIF,Other Kharif pulses,10,5,9.999
West Bengal,JALPAIGURI,2018,KHARIF,Jute,35232,423601,35231.999
West Bengal,DARJEELING,2014,RABI,Linseed,88,14,87.999
West Bengal,DARJEELING,2009,KHARIF,Niger seed,44,62,43.999
West Bengal,MEDINIPUR WEST,2009,ANNUAL,Sannhamp,418,2169,417.999
West Bengal,DINAJPUR UTTAR,2013,SUMMER,Rice,94213,252671,94212.999
West Bengal,MEDINIPUR EAST,2014,WINTER,Rice,264134,536888,264133.999
West Bengal,JALPAIGURI,2009,KHARIF,Dry ginger,1323,2712,1322.999
West Bengal,24 PARAGANAS SOUTH,2012,RABI,Linseed,3,1,2.999
West Bengal,BIRBHUM,2012,KHARIF,Urad,116,35,115.999
West Bengal,BARDHAMAN,2009,RABI,Wheat,4922,10115,4921.999
West Bengal,MALDAH,2016,SUMMER,Groundnut,73,130,72.999
West Bengal,NADIA,2016,RABI,Other  Rabi pulses,70,41,69.999
West Bengal,NADIA,2019,RABI,Groundnut,3802,7034,3801.999
West Bengal,BANKURA,2014,KHARIF,Bajra,6,7,5.999
West Bengal,MURSHIDABAD,2017,AUTUMN,Maize,518,1210,517.999
West Bengal,BIRBHUM,2010,RABI,Wheat,30128,75649,30127.999
West Bengal,BIRBHUM,2016,RABI,Linseed,136,20,135.999
West Bengal,JALPAIGURI,2019,RABI,Gram,107,102,106.999
West Bengal,BANKURA,2019,RABI,Masoor,171,179,170.999
West Bengal,MURSHIDABAD,2019,RABI,Potato,11769,392480,11768.999
West Bengal,NADIA,2010,SUMMER,Rice,107541,349808,107540.999
West Bengal,DARJEELING,2017,RABI,Urad,220,115,219.999
West Bengal,BARDHAMAN,2013,KHARIF,Soyabean,11,10,10.999
West Bengal,HOOGHLY,2012,ANNUAL,Dry chillies,866,1229,865.999
West Bengal,BANKURA,2011,ANNUAL,Dry chillies,1534,1656,1533.999
West Bengal,BARDHAMAN,2011,ANNUAL,Turmeric,298,671,297.999
West Bengal,COOCHBEHAR,2011,RABI,Khesari,958,692,957.999
West Bengal,MEDINIPUR WEST,2015,KHARIF,Niger seed,85,44,84.999
West Bengal,BANKURA,2012,ANNUAL,Tobacco,39,41,38.999
West Bengal,DINAJPUR DAKSHIN,2017,WINTER,Rice,158532,440334,158531.999
West Bengal,24 PARAGANAS SOUTH,2015,KHARIF,Jute,2044,23608,2043.999
West Bengal,NADIA,2016,KHARIF,Sunflower,30,45,29.999
West Bengal,MEDINIPUR EAST,2015,RABI,Khesari,6635,9088,6634.999
West Bengal,BARDHAMAN,2017,ANNUAL,Sugarcane,1527,69515,1526.999
West Bengal,MALDAH,2010,RABI,Rapeseed &Mustard,38002,41601,38001.999
West Bengal,BIRBHUM,2012,ANNUAL,Turmeric,280,287,279.999
West Bengal,PURULIA,2011,KHARIF,Sunflower,45,33,44.999
West Bengal,BARDHAMAN,2015,RABI,Masoor,2114,2266,2113.999
West Bengal,MURSHIDABAD,2010,RABI,Barley,562,468,561.999
West Bengal,COOCHBEHAR,2014,SUMMER,Sesamum,4,2,3.999
West Bengal,MURSHIDABAD,2010,KHARIF,Mesta,536,8115,535.999
West Bengal,MURSHIDABAD,2013,RABI,Linseed,196,14,195.999
West Bengal,BARDHAMAN,2013,ANNUAL,Potato,55655,495783,55654.999
West Bengal,DARJEELING,2016,AUTUMN,Sesamum,15,7,14.999
West Bengal,DINAJPUR UTTAR,2014,RABI,Wheat,34354,92623,34353.999
West Bengal,MEDINIPUR EAST,2016,SUMMER,Rice,126808,438394,126807.999
West Bengal,24 PARAGANAS NORTH,2012,KHARIF,Mesta,295,4215,294.999
West Bengal,24 PARAGANAS SOUTH,2014,ANNUAL,Sugarcane,76,3579,75.999
West Bengal,MEDINIPUR WEST,2014,AUTUMN,Rice,29271,61570,29270.999
West Bengal,BARDHAMAN,2015,KHARIF,Urad,139,24,138.999
West Bengal,PURULIA,2012,KHARIF,Garlic,93,840,92.999
West Bengal,DINAJPUR UTTAR,2011,RABI,Barley,55,71,54.999
West Bengal,JALPAIGURI,2009,SUMMER,Moong(Green Gram),170,68,169.999
West Bengal,MURSHIDABAD,2017,RABI,Peas & beans (Pulses),2092,3217,2091.999
West Bengal,DARJEELING,2015,WINTER,Sesamum,15,9,14.999
West Bengal,HOWRAH,2017,AUTUMN,Rice,1662,5378,1661.999
West Bengal,MEDINIPUR WEST,2018,AUTUMN,Groundnut,400,340,399.999
West Bengal,DARJEELING,2016,WINTER,Sesamum,15,9,14.999
West Bengal,MEDINIPUR EAST,2018,KHARIF,Jute,367,4969,366.999
West Bengal,MURSHIDABAD,2014,RABI,Peas & beans (Pulses),1301,1952,1300.999
West Bengal,DINAJPUR DAKSHIN,2019,RABI,Wheat,13114,41396,13113.999
West Bengal,DARJEELING,2019,AUTUMN,Ragi,9530,10674,9529.999
West Bengal,BARDHAMAN,2019,SUMMER,Maize,276,555,275.999
West Bengal,DARJEELING,2012,RABI,Khesari,16,13,15.999
West Bengal,DINAJPUR UTTAR,2013,KHARIF,Moong(Green Gram),625,750,624.999
West Bengal,MEDINIPUR EAST,2015,RABI,Rapeseed &Mustard,6435,7121,6434.999
West Bengal,JALPAIGURI,2018,KHARIF,Niger seed,978,556,977.999
West Bengal,MEDINIPUR WEST,2011,KHARIF,Moong(Green Gram),96,55,95.999
West Bengal,PURULIA,2015,ANNUAL,Sugarcane,303,11541,302.999
West Bengal,MEDINIPUR WEST,2017,RABI,Khesari,113,172,112.999
West Bengal,PURULIA,2019,KHARIF,Moong(Green Gram),181,100,180.999
West Bengal,BANKURA,2015,KHARIF,Sunflower,466,857,465.999
West Bengal,MURSHIDABAD,2019,SUMMER,Rice,126504,457147,126503.999
West Bengal,JALPAIGURI,2010,KHARIF,Ragi,270,240,269.999
West Bengal,NADIA,2012,WINTER,Sesamum,15,7,14.999
West Bengal,MALDAH,2017,SUMMER,Groundnut,86,180,85.999
West Bengal,BARDHAMAN,2016,RABI,Rapeseed &Mustard,20283,17572,20282.999
West Bengal,24 PARAGANAS NORTH,2011,KHARIF,Dry ginger,312,674,311.999
West Bengal,JALPAIGURI,2012,RABI,Urad,650,414,649.999
West Bengal,JALPAIGURI,2009,RABI,Arhar/Tur,16,10,15.999
West Bengal,MEDINIPUR WEST,2014,RABI,Arhar/Tur,225,48,224.999
West Bengal,MALDAH,2010,ANNUAL,Arecanut,28,50,27.999
West Bengal,MALDAH,2016,RABI,Gram,3369,3749,3368.999
West Bengal,JALPAIGURI,2009,KHARIF,Urad,1389,655,1388.999
West Bengal,MEDINIPUR EAST,2017,RABI,Arhar/Tur,9,12,8.999
West Bengal,MEDINIPUR WEST,2013,KHARIF,Jute,5504,54488,5503.999
West Bengal,PURULIA,2014,KHARIF,Urad,11411,3598,11410.999
West Bengal,HOWRAH,2013,WINTER,Rice,64173,124088,64172.999
West Bengal,HOOGHLY,2016,KHARIF,Sannhamp,6,27,5.999
West Bengal,PURULIA,2012,ANNUAL,Turmeric,289,178,288.999
West Bengal,HOOGHLY,2011,ANNUAL,Turmeric,201,380,200.999
West Bengal,MEDINIPUR EAST,2016,RABI,Rapeseed &Mustard,7434,5422,7433.999
West Bengal,24 PARAGANAS NORTH,2019,RABI,Safflower,58,62,57.999
West Bengal,24 PARAGANAS SOUTH,2018,SUMMER,Rice,72967,231508,72966.999
West Bengal,24 PARAGANAS NORTH,2018,RABI,Peas & beans (Pulses),687,794,686.999
West Bengal,JALPAIGURI,2017,AUTUMN,Rice,29132,54999,29131.999
West Bengal,24 PARAGANAS SOUTH,2017,SUMMER,Groundnut,27,79,26.999
West Bengal,MURSHIDABAD,2012,RABI,Peas & beans (Pulses),3998,2161,3997.999
West Bengal,JALPAIGURI,2010,ANNUAL,Tobacco,481,327,480.999
West Bengal,DARJEELING,2015,RABI,Small millets,475,703,474.999
West Bengal,HOOGHLY,2014,KHARIF,Jute,29040,510424,29039.999
West Bengal,MALDAH,2009,KHARIF,Urad,10184,8544,10183.999
West Bengal,BARDHAMAN,2010,KHARIF,Cotton(lint),10,26,9.999
West Bengal,DARJEELING,2016,RABI,Barley,509,764,508.999
West Bengal,BARDHAMAN,2019,KHARIF,Other Kharif pulses,15,8,14.999
West Bengal,NADIA,2011,ANNUAL,Sugarcane,1081,77437,1080.999
West Bengal,BANKURA,2015,SUMMER,Moong(Green Gram),6,4,5.999
West Bengal,DARJEELING,2017,SUMMER,Sesamum,74,49,73.999
West Bengal,JALPAIGURI,2017,RABI,Safflower,60,77,59.999
West Bengal,MEDINIPUR EAST,2013,RABI,Rapeseed &Mustard,4083,2574,4082.999
West Bengal,MEDINIPUR EAST,2012,ANNUAL,Arecanut,1020,1260,1019.999
West Bengal,MALDAH,2012,AUTUMN,Sesamum,35,11,34.999
West Bengal,NADIA,2018,RABI,Rapeseed &Mustard,77153,90771,77152.999
West Bengal,BIRBHUM,2014,KHARIF,Sannhamp,125,688,124.999
West Bengal,MURSHIDABAD,2011,SUMMER,Moong(Green Gram),542,203,541.999
West Bengal,24 PARAGANAS SOUTH,2018,RABI,Masoor,1023,1152,1022.999
West Bengal,DARJEELING,2016,RABI,Khesari,8,8,7.999
West Bengal,DINAJPUR UTTAR,2015,RABI,Rapeseed &Mustard,42403,35010,42402.999
West Bengal,MURSHIDABAD,2012,ANNUAL,Turmeric,1780,8640,1779.999
West Bengal,MEDINIPUR EAST,2019,SUMMER,Sesamum,250,281,249.999
West Bengal,DINAJPUR DAKSHIN,2013,ANNUAL,Turmeric,269,469,268.999
West Bengal,NADIA,2019,WINTER,Rice,94963,273137,94962.999
West Bengal,MURSHIDABAD,2012,RABI,Khesari,10929,8701,10928.999
West Bengal,BARDHAMAN,2018,RABI,Gram,150,179,149.999
West Bengal,PURULIA,2011,RABI,Gram,60,45,59.999
West Bengal,BIRBHUM,2013,WINTER,Rice,307871,931728,307870.999
West Bengal,MEDINIPUR WEST,2013,SUMMER,Rice,173516,463393,173515.999
West Bengal,DINAJPUR UTTAR,2013,SUMMER,Maize,15750,94894,15749.999
West Bengal,MEDINIPUR EAST,2011,SUMMER,Rice,147552,471355,147551.999
West Bengal,NADIA,2009,RABI,Safflower,255,362,254.999
West Bengal,DARJEELING,2011,RABI,Khesari,18,14,17.999
West Bengal,MEDINIPUR WEST,2015,RABI,Arhar/Tur,224,197,223.999
West Bengal,24 PARAGANAS SOUTH,2015,RABI,Masoor,875,599,874.999
West Bengal,BIRBHUM,2014,WINTER,Rice,301071,805180,301070.999
West Bengal,DINAJPUR UTTAR,2014,RABI,Maize,11876,78382,11875.999
West Bengal,MALDAH,2013,ANNUAL,Potato,3565,52674,3564.999
West Bengal,24 PARAGANAS NORTH,2017,RABI,Wheat,7212,19859,7211.999
West Bengal,BARDHAMAN,2012,RABI,Maize,178,540,177.999
West Bengal,BARDHAMAN,2019,KHARIF,Soyabean,7,5,6.999
West Bengal,BANKURA,2013,KHARIF,Groundnut,109,118,108.999
West Bengal,MALDAH,2012,RABI,Barley,1232,1987,1231.999
West Bengal,NADIA,2015,RABI,Groundnut,3960,7183,3959.999
West Bengal,COOCHBEHAR,2011,RABI,Wheat,12879,25192,12878.999
West Bengal,BANKURA,2012,RABI,Arhar/Tur,15,7,14.999
West Bengal,BARDHAMAN,2015,RABI,Moong(Green Gram),4,2,3.999
West Bengal,MALDAH,2015,KHARIF,Horse-gram,315,129,314.999
West Bengal,NADIA,2015,KHARIF,Mesta,25,243,24.999
West Bengal,MEDINIPUR WEST,2013,ANNUAL,Sugarcane,2049,249736,2048.999
West Bengal,DARJEELING,2014,SUMMER,Potato,2430,30132,2429.999
West Bengal,DARJEELING,2014,AUTUMN,Ragi,11275,13516,11274.999
West Bengal,MURSHIDABAD,2013,KHARIF,Mesta,119,844,118.999
West Bengal,NADIA,2015,AUTUMN,Rice,48392,100640,48391.999
West Bengal,DINAJPUR UTTAR,2016,KHARIF,Urad,1096,289,1095.999
West Bengal,24 PARAGANAS NORTH,2016,RABI,Khesari,454,310,453.999
West Bengal,BANKURA,2009,KHARIF,Soyabean,7,3,6.999
West Bengal,DINAJPUR UTTAR,2009,ANNUAL,Sesamum,1872,767,1871.999
West Bengal,DARJEELING,2012,RABI,Horse-gram,2,1,1.999
West Bengal,PURULIA,2017,WINTER,Sesamum,224,88,223.999
West Bengal,24 PARAGANAS SOUTH,2013,RABI,Wheat,402,565,401.999
West Bengal,MEDINIPUR WEST,2018,RABI,Khesari,130,200,129.999
West Bengal,NADIA,2016,ANNUAL,Tobacco,10,9,9.999
West Bengal,MEDINIPUR WEST,2018,RABI,Safflower,279,206,278.999
West Bengal,JALPAIGURI,2018,ANNUAL,Tobacco,620,858,619.999
West Bengal,MEDINIPUR EAST,2015,KHARIF,Urad,94,16,93.999
West Bengal,DARJEELING,2011,RABI,Arhar/Tur,11,3,10.999
West Bengal,MEDINIPUR WEST,2010,AUTUMN,Rice,40622,89173,40621.999
West Bengal,24 PARAGANAS NORTH,2013,SUMMER,Rice,95232,271409,95231.999
West Bengal,MURSHIDABAD,2012,KHARIF,Groundnut,12,19,11.999
West Bengal,BARDHAMAN,2019,KHARIF,Sannhamp,24,121,23.999
West Bengal,MEDINIPUR EAST,2019,AUTUMN,Rice,15111,34064,15110.999
West Bengal,24 PARAGANAS NORTH,2018,KHARIF,Urad,2223,1787,2222.999
West Bengal,BANKURA,2012,RABI,Arhar/Tur,15,7,14.999
West Bengal,JALPAIGURI,2010,KHARIF,Moong(Green Gram),50,23,49.999
West Bengal,NADIA,2009,RABI,Urad,1535,1188,1534.999
West Bengal,MALDAH,2009,KHARIF,Small millets,240,84,239.999
West Bengal,24 PARAGANAS NORTH,2016,RABI,Peas & beans (Pulses),440,387,439.999
West Bengal,BARDHAMAN,2010,RABI,Urad,7,4,6.999
West Bengal,24 PARAGANAS NORTH,2019,SUMMER,Sesamum,10992,13749,10991.999
West Bengal,MEDINIPUR EAST,2013,KHARIF,Dry ginger,1185,1853,1184.999
West Bengal,DINAJPUR DAKSHIN,2011,RABI,Wheat,8851,21912,8850.999
West Bengal,BIRBHUM,2014,SUMMER,Groundnut,159,223,158.999
West Bengal,24 PARAGANAS NORTH,2015,KHARIF,Urad,1375,1164,1374.999
West Bengal,MURSHIDABAD,2013,SUMMER,Moong(Green Gram),664,290,663.999
West Bengal,BANKURA,2018,SUMMER,Sesamum,18242,14468,18241.999
West Bengal,MURSHIDABAD,2011,RABI,Masoor,18873,14912,18872.999
West Bengal,MEDINIPUR WEST,2015,KHARIF,Moong(Green Gram),65,38,64.999
West Bengal,MEDINIPUR WEST,2017,AUTUMN,Sesamum,170,124,169.999
West Bengal,MALDAH,2015,KHARIF,Horse-gram,315,129,314.999
West Bengal,COOCHBEHAR,2019,AUTUMN,Sesamum,158,70,157.999
West Bengal,BIRBHUM,2011,KHARIF,Dry ginger,349,541,348.999
West Bengal,JALPAIGURI,2014,RABI,Gram,51,74,50.999
West Bengal,HOOGHLY,2012,KHARIF,Garlic,399,4150,398.999
West Bengal,HOOGHLY,2014,KHARIF,Sunflower,162,184,161.999
West Bengal,DINAJPUR DAKSHIN,2009,WINTER,Rice,167135,414757,167134.999
West Bengal,BANKURA,2016,AUTUMN,Sesamum,72,37,71.999
West Bengal,MEDINIPUR WEST,2014,RABI,Gram,16,16,15.999
West Bengal,JALPAIGURI,2019,RABI,Groundnut,1100,1762,1099.999
West Bengal,MALDAH,2011,ANNUAL,Potato,2751,46056,2750.999
West Bengal,MEDINIPUR WEST,2010,ANNUAL,Sannhamp,277,1496,276.999
West Bengal,HOOGHLY,2016,RABI,Rapeseed &Mustard,13755,11349,13754.999
West Bengal,24 PARAGANAS SOUTH,2009,RABI,Arhar/Tur,19,17,18.999
West Bengal,BIRBHUM,2013,AUTUMN,Rice,4578,12512,4577.999
West Bengal,JALPAIGURI,2017,WINTER,Sesamum,114,70,113.999
West Bengal,DINAJPUR DAKSHIN,2011,KHARIF,Jute,17616,204598,17615.999
West Bengal,24 PARAGANAS SOUTH,2014,RABI,Wheat,2111,4388,2110.999
West Bengal,BANKURA,2017,RABI,Masoor,42,48,41.999
West Bengal,HOWRAH,2018,WINTER,Rice,64360,142291,64359.999
West Bengal,DARJEELING,2018,SUMMER,Potato,2446,29352,2445.999
West Bengal,BANKURA,2016,AUTUMN,Rice,16517,45377,16516.999
West Bengal,BARDHAMAN,2013,KHARIF,Dry ginger,181,346,180.999
West Bengal,24 PARAGANAS NORTH,2015,KHARIF,Sunflower,606,709,605.999
West Bengal,HOOGHLY,2010,KHARIF,Sunflower,58,70,57.999
West Bengal,MEDINIPUR EAST,2018,KHARIF,Sannhamp,54,216,53.999
West Bengal,BANKURA,2011,KHARIF,Maize,775,2100,774.999
West Bengal,MURSHIDABAD,2012,RABI,Maize,2238,10655,2237.999
West Bengal,MALDAH,2016,RABI,Gram,3369,3749,3368.999
West Bengal,DINAJPUR DAKSHIN,2010,ANNUAL,Arecanut,64,63,63.999
West Bengal,MURSHIDABAD,2017,KHARIF,Urad,9412,6112,9411.999
West Bengal,DARJEELING,2012,RABI,Urad,218,114,217.999
West Bengal,MURSHIDABAD,2016,ANNUAL,Sugarcane,3705,214852,3704.999
West Bengal,JALPAIGURI,2013,AUTUMN,Rice,37341,54816,37340.999
West Bengal,NADIA,2012,RABI,Peas & beans (Pulses),3837,3455,3836.999
West Bengal,MALDAH,2016,SUMMER,Maize,4210,3174,4209.999
West Bengal,NADIA,2011,KHARIF,Dry ginger,172,205,171.999
West Bengal,BARDHAMAN,2017,RABI,Rapeseed &Mustard,21844,25507,21843.999
West Bengal,PURULIA,2011,AUTUMN,Rice,1993,2992,1992.999
West Bengal,BARDHAMAN,2017,RABI,Wheat,2007,5748,2006.999
West Bengal,DINAJPUR UTTAR,2012,ANNUAL,Dry chillies,5334,5137,5333.999
West Bengal,DINAJPUR UTTAR,2012,ANNUAL,Arecanut,390,618,389.999
West Bengal,BIRBHUM,2016,KHARIF,Jute,293,5488,292.999
West Bengal,NADIA,2013,KHARIF,Groundnut,40,56,39.999
West Bengal,COOCHBEHAR,2013,ANNUAL,Arecanut,2575,3200,2574.999
West Bengal,DARJEELING,2011,KHARIF,Soyabean,485,291,484.999
West Bengal,DARJEELING,2015,SUMMER,Sesamum,84,50,83.999
West Bengal,HOOGHLY,2013,ANNUAL,Potato,94759,881590,94758.999
West Bengal,JALPAIGURI,2017,WINTER,Sesamum,114,70,113.999
West Bengal,MALDAH,2018,RABI,Arhar/Tur,35,45,34.999
West Bengal,MALDAH,2010,RABI,Peas & beans (Pulses),480,391,479.999
West Bengal,BANKURA,2019,WINTER,Sesamum,99,50,98.999
West Bengal,BANKURA,2009,WINTER,Rice,287815,802518,287814.999
West Bengal,HOWRAH,2018,SUMMER,Maize,87,108,86.999
West Bengal,BARDHAMAN,2010,ANNUAL,Sannhamp,48,359,47.999
West Bengal,DARJEELING,2019,ANNUAL,Sugarcane,2,214,1.999
West Bengal,BANKURA,2016,WINTER,Sesamum,127,73,126.999
West Bengal,HOOGHLY,2018,ANNUAL,Sugarcane,831,126522,830.999
West Bengal,BANKURA,2012,KHARIF,Small millets,425,477,424.999
West Bengal,PURULIA,2013,WINTER,Sesamum,261,105,260.999
West Bengal,HOOGHLY,2018,SUMMER,Rice,84241,248238,84240.999
West Bengal,HOWRAH,2011,ANNUAL,Turmeric,113,255,112.999
West Bengal,BIRBHUM,2012,KHARIF,Dry ginger,710,1174,709.999
West Bengal,MURSHIDABAD,2010,RABI,Peas & beans (Pulses),3846,3175,3845.999
West Bengal,COOCHBEHAR,2015,KHARIF,Niger seed,1860,1469,1859.999
West Bengal,24 PARAGANAS NORTH,2017,RABI,Safflower,80,87,79.999
